movieId,title,letters,year,imdbId
142,Shadows (Cienie),shadows(cienie),1988,tt0094878
143,Gospa,gospa,1995,tt0113200
144,The Brothers McMullen,thebrothersmcmullen,1995,tt0112585
145,Bad Boys,badboys,1995,tt0112442
146,The Amazing Panda Adventure,theamazingpandaadventure,1995,tt0112342
147,The Basketball Diaries,thebasketballdiaries,1995,tt0112461
148,"Awfully Big Adventure, An","awfullybigadventure,an",1995,tt0112427
149,Amateur,amateur,1994,tt0109093
150,Apollo 13,apollo13,1995,tt0112384
151,Rob Roy,robroy,1995,tt0114287
152,The Addiction,theaddiction,1995,tt0112288
153,Batman Forever,batmanforever,1995,tt0112462
154,Beauty of the Day (Belle de jour),beautyoftheday(belledejour),1967,tt0061395
155,Beyond Rangoon,beyondrangoon,1995,tt0112495
156,Blue in the Face,blueintheface,1995,tt0112541
157,Canadian Bacon,canadianbacon,1995,tt0109370
158,Casper,casper,1995,tt0112642
159,Clockers,clockers,1995,tt0112688
160,Congo,congo,1995,tt0112715
161,Crimson Tide,crimsontide,1995,tt0112740
162,Crumb,crumb,1994,tt0109508
163,Desperado,desperado,1995,tt0112851
164,Devil in a Blue Dress,devilinabluedress,1995,tt0112857
165,Die Hard: With a Vengeance,diehard:withavengeance,1995,tt0112864
166,The Doom Generation,thedoomgeneration,1995,tt0112887
167,Feast of July,feastofjuly,1995,tt0113044
168,First Knight,firstknight,1995,tt0113071
169,Free Willy 2: The Adventure Home,freewilly2:theadventurehome,1995,tt0113114
170,Hackers,hackers,1995,tt0113243
171,Jeffrey,jeffrey,1995,tt0113464
172,Johnny Mnemonic,johnnymnemonic,1995,tt0113481
173,Judge Dredd,judgedredd,1995,tt0113492
174,Jury Duty,juryduty,1995,tt0113500
175,Kids,kids,1995,tt0113540
176,Living in Oblivion,livinginoblivion,1995,tt0113677
177,Lord of Illusions,lordofillusions,1995,tt0113690
178,Love & Human Remains,love&humanremains,1993,tt0107447
179,Mad Love,madlove,1995,tt0113729
180,Mallrats,mallrats,1995,tt0113749
181,Mighty Morphin Power Rangers: The Movie,mightymorphinpowerrangers:themovie,1995,tt0113820
182,Moonlight and Valentino,moonlightandvalentino,1995,tt0113851
183,Mute Witness,mutewitness,1994,tt0110604
184,Nadja,nadja,1994,tt0110620
185,The Net,thenet,1995,tt0113957
186,Nine Months,ninemonths,1995,tt0113986
187,Party Girl,partygirl,1995,tt0114095
188,The Prophecy,theprophecy,1995,tt0114194
189,Reckless,reckless,1995,tt0114241
190,Safe,safe,1995,tt0114323
191,The Scarlet Letter,thescarletletter,1995,tt0114345
192,The Show,theshow,1995,tt0114435
193,Showgirls,showgirls,1995,tt0114436
194,Smoke,smoke,1995,tt0114478
195,Something to Talk About,somethingtotalkabout,1995,tt0114496
196,Species,species,1995,tt0114508
197,The Stars Fell on Henrietta,thestarsfellonhenrietta,1995,tt0114534
198,Strange Days,strangedays,1995,tt0114558
199,"The Umbrellas of Cherbourg (Parapluies de Cherbourg, Les)","theumbrellasofcherbourg(parapluiesdecherbourg,les)",1964,tt0058450
200,The Tie That Binds,thetiethatbinds,1995,tt0114666
201,Three Wishes,threewishes,1995,tt0114663
202,Total Eclipse,totaleclipse,1995,tt0114702
203,"To Wong Foo, Thanks for Everything! Julie Newmar","towongfoo,thanksforeverything!julienewmar",1995,tt0114682
204,Under Siege 2: Dark Territory,undersiege2:darkterritory,1995,tt0114781
205,Unstrung Heroes,unstrungheroes,1995,tt0114798
206,Unzipped,unzipped,1995,tt0114805
207,"Walk in the Clouds, A","walkintheclouds,a",1995,tt0114887
208,Waterworld,waterworld,1995,tt0114898
209,White Man's Burden,whiteman'sburden,1995,tt0114928
210,Wild Bill,wildbill,1995,tt0114938
211,The Browning Version,thebrowningversion,1994,tt0109340
212,Bushwhacked,bushwhacked,1995,tt0112602
213,Burnt by the Sun (Utomlyonnye solntsem),burntbythesun(utomlyonnyesolntsem),1994,tt0111579
214,Before the Rain (Pred dozhdot),beforetherain(preddozhdot),1994,tt0110882
215,Before Sunrise,beforesunrise,1995,tt0112471
216,Billy Madison,billymadison,1995,tt0112508
217,The Babysitter,thebabysitter,1995,tt0112438
218,Boys on the Side,boysontheside,1995,tt0112571
219,The Cure,thecure,1995,tt0112757
220,Castle Freak,castlefreak,1995,tt0112643
222,Circle of Friends,circleoffriends,1995,tt0112679
223,Clerks,clerks,1994,tt0109445
224,Don Juan DeMarco,donjuandemarco,1995,tt0112883
225,Disclosure,disclosure,1994,tt0109635
226,Dream Man,dreamman,1995,tt0112899
227,Drop Zone,dropzone,1994,tt0109676
228,Destiny Turns on the Radio,destinyturnsontheradio,1995,tt0112854
229,Death and the Maiden,deathandthemaiden,1994,tt0109579
230,Dolores Claiborne,doloresclaiborne,1995,tt0109642
231,Dumb & Dumber (Dumb and Dumber),dumb&dumber(dumbanddumber),1994,tt0109686
232,Eat Drink Man Woman (Yin shi nan nu),eatdrinkmanwoman(yinshinannu),1994,tt0111797
233,Exotica,exotica,1994,tt0109759
234,Exit to Eden,exittoeden,1994,tt0109758
235,Ed Wood,edwood,1994,tt0109707
236,French Kiss,frenchkiss,1995,tt0113117
237,Forget Paris,forgetparis,1995,tt0113097
238,Far From Home: The Adventures of Yellow Dog,farfromhome:theadventuresofyellowdog,1995,tt0113028
239,"Goofy Movie, A","goofymovie,a",1995,tt0113198
240,Hideaway,hideaway,1995,tt0113303
241,Fluke,fluke,1995,tt0113089
242,Farinelli: il castrato,farinelli:ilcastrato,1994,tt0109771
243,Gordy,gordy,1995,tt0113199
244,Gumby: The Movie,gumby:themovie,1995,tt0113234
245,The Glass Shield,theglassshield,1994,tt0109906
246,Hoop Dreams,hoopdreams,1994,tt0110057
247,Heavenly Creatures,heavenlycreatures,1994,tt0110005
248,Houseguest,houseguest,1994,tt0110066
249,Immortal Beloved,immortalbeloved,1994,tt0110116
250,Heavyweights (Heavy Weights),heavyweights(heavyweights),1995,tt0110006
251,The Hunted,thehunted,1995,tt0113360
252,I.Q.,i.q.,1994,tt0110099
253,Interview with the Vampire: The Vampire Chronicles,interviewwiththevampire:thevampirechronicles,1994,tt0110148
254,Jefferson in Paris,jeffersoninparis,1995,tt0113463
255,The Jerky Boys,thejerkyboys,1995,tt0110189
256,Junior,junior,1994,tt0110216
257,Just Cause,justcause,1995,tt0113501
258,"Kid in King Arthur's Court, A","kidinkingarthur'scourt,a",1995,tt0113538
259,Kiss of Death,kissofdeath,1995,tt0113552
260,Star Wars: Episode IV - A New Hope,starwars:episodeiv-anewhope,1977,tt0076759
261,Little Women,littlewomen,1994,tt0110367
262,"Little Princess, A","littleprincess,a",1995,tt0113670
263,Ladybird Ladybird,ladybirdladybird,1994,tt0110296
264,"Enfer, L'","enfer,l'",1994,tt0109731
265,Like Water for Chocolate (Como agua para chocolate),likewaterforchocolate(comoaguaparachocolate),1992,tt0103994
266,Legends of the Fall,legendsofthefall,1994,tt0110322
267,Major Payne,majorpayne,1995,tt0110443
268,Little Odessa,littleodessa,1994,tt0110365
269,My Crazy Life (Mi vida loca),mycrazylife(mividaloca),1993,tt0107566
270,Love Affair,loveaffair,1994,tt0110391
271,Losing Isaiah,losingisaiah,1995,tt0113691
272,The Madness of King George,themadnessofkinggeorge,1994,tt0110428
273,Mary Shelley's Frankenstein (Frankenstein),maryshelley'sfrankenstein(frankenstein),1994,tt0109836
274,Man of the House,manofthehouse,1995,tt0113755
275,Mixed Nuts,mixednuts,1994,tt0110538
276,Milk Money,milkmoney,1994,tt0110516
277,Miracle on 34th Street,miracleon34thstreet,1994,tt0110527
278,Miami Rhapsody,miamirhapsody,1995,tt0113808
279,My Family,myfamily,1995,tt0113896
280,Murder in the First,murderinthefirst,1995,tt0113870
281,Nobody's Fool,nobody'sfool,1994,tt0110684
282,Nell,nell,1994,tt0110638
283,New Jersey Drive,newjerseydrive,1995,tt0113967
284,New York Cop (Nyû Yôku no koppu),newyorkcop(nyûyôkunokoppu),1993,tt0117169
285,Beyond Bedlam,beyondbedlam,1993,tt0106402
286,Nemesis 2: Nebula,nemesis2:nebula,1995,tt0113948
287,Nina Takes a Lover,ninatakesalover,1994,tt0110671
288,Natural Born Killers,naturalbornkillers,1994,tt0110632
289,Only You,onlyyou,1994,tt0110737
290,Once Were Warriors,oncewerewarriors,1994,tt0110729
292,Outbreak,outbreak,1995,tt0114069
293,Léon: The Professional,léon:theprofessional,1994,tt0110413
294,The Perez Family,theperezfamily,1995,tt0114113
295,"Pyromaniac's Love Story, A","pyromaniac'slovestory,a",1995,tt0114210
296,Pulp Fiction,pulpfiction,1994,tt0110912
297,Panther,panther,1995,tt0114084
298,Pushing Hands (Tui shou),pushinghands(tuishou),1992,tt0105652
299,Priest,priest,1994,tt0110889
300,Quiz Show,quizshow,1994,tt0110932
301,Picture Bride (Bijo photo),picturebride(bijophoto),1994,tt0114129
302,"Queen Margot (Reine Margot, La)","queenmargot(reinemargot,la)",1994,tt0110963
303,The Quick and the Dead,thequickandthedead,1995,tt0114214
304,Roommates,roommates,1995,tt0114296
305,Ready to Wear (Pret-A-Porter),readytowear(pret-a-porter),1994,tt0110907
306,Three Colors: Red (Trois couleurs: Rouge),threecolors:red(troiscouleurs:rouge),1994,tt0111495
307,Three Colors: Blue (Trois couleurs: Bleu),threecolors:blue(troiscouleurs:bleu),1993,tt0108394
308,Three Colors: White (Trzy kolory: Bialy),threecolors:white(trzykolory:bialy),1994,tt0111507
309,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng)","redfirecracker,greenfirecracker(paodashuangdeng)",1994,tt0110769
310,Rent-a-Kid,rent-a-kid,1995,tt0114268
311,Relative Fear,relativefear,1994,tt0110965
312,Stuart Saves His Family,stuartsaveshisfamily,1995,tt0114571
313,The Swan Princess,theswanprincess,1994,tt0111333
314,The Secret of Roan Inish,thesecretofroaninish,1994,tt0111112
315,The Specialist,thespecialist,1994,tt0111255
316,Stargate,stargate,1994,tt0111282
317,The Santa Clause,thesantaclause,1994,tt0111070
318,The Shawshank Redemption,theshawshankredemption,1994,tt0111161
319,Shallow Grave,shallowgrave,1994,tt0111149
320,Suture,suture,1993,tt0108260
321,Strawberry and Chocolate (Fresa y chocolate),strawberryandchocolate(fresaychocolate),1993,tt0106966
322,Swimming with Sharks,swimmingwithsharks,1995,tt0114594
324,The Sum of Us,thesumofus,1994,tt0111309
325,National Lampoon's Senior Trip,nationallampoon'sseniortrip,1995,tt0113936
326,To Live (Huozhe),tolive(huozhe),1994,tt0110081
327,Tank Girl,tankgirl,1995,tt0114614
328,Tales from the Crypt Presents: Demon Knight,talesfromthecryptpresents:demonknight,1995,tt0114608
329,Star Trek: Generations,startrek:generations,1994,tt0111280
330,Tales from the Hood,talesfromthehood,1995,tt0114609
331,Tom & Viv,tom&viv,1994,tt0111454
332,Village of the Damned,villageofthedamned,1995,tt0114852
333,Tommy Boy,tommyboy,1995,tt0114694
334,Vanya on 42nd Street,vanyaon42ndstreet,1994,tt0111590
335,Underneath,underneath,1995,tt0114788
336,The Walking Dead,thewalkingdead,1995,tt0114888
337,What's Eating Gilbert Grape,what'seatinggilbertgrape,1993,tt0108550
338,Virtuosity,virtuosity,1995,tt0114857
339,While You Were Sleeping,whileyouweresleeping,1995,tt0114924
340,The War,thewar,1994,tt0111667
341,Double Happiness,doublehappiness,1994,tt0109655
342,Muriel's Wedding,muriel'swedding,1994,tt0110598
343,The Baby-Sitters Club,thebaby-sittersclub,1995,tt0112435
344,Ace Ventura: Pet Detective,aceventura:petdetective,1994,tt0109040
345,"The Adventures of Priscilla, Queen of the Desert","theadventuresofpriscilla,queenofthedesert",1994,tt0109045
346,Backbeat,backbeat,1993,tt0106339
347,Bitter Moon,bittermoon,1992,tt0104779
348,Bullets Over Broadway,bulletsoverbroadway,1994,tt0109348
349,Clear and Present Danger,clearandpresentdanger,1994,tt0109444
350,The Client,theclient,1994,tt0109446
351,"Corrina, Corrina","corrina,corrina",1994,tt0109484
352,Crooklyn,crooklyn,1994,tt0109504
353,The Crow,thecrow,1994,tt0109506
354,Cobb,cobb,1994,tt0109450
355,The Flintstones,theflintstones,1994,tt0109813
356,Forrest Gump,forrestgump,1994,tt0109830
357,Four Weddings and a Funeral,fourweddingsandafuneral,1994,tt0109831
358,Higher Learning,higherlearning,1995,tt0113305
359,I Like It Like That,ilikeitlikethat,1994,tt0110091
360,I Love Trouble,ilovetrouble,1994,tt0110093
361,It Could Happen to You,itcouldhappentoyou,1994,tt0110167
362,The Jungle Book,thejunglebook,1994,tt0110213
363,"The Wonderful, Horrible Life of Leni Riefenstahl (Macht der Bilder: Leni Riefenstahl, Die)","thewonderful,horriblelifeofleniriefenstahl(machtderbilder:leniriefenstahl,die)",1993,tt0107472
364,The Lion King,thelionking,1994,tt0110357
365,Little Buddha,littlebuddha,1993,tt0107426
366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A)","wescraven'snewnightmare(nightmareonelmstreetpart7:freddy'sfinale,a)",1994,tt0111686
367,The Mask,themask,1994,tt0110475
368,Maverick,maverick,1994,tt0110478
369,Mrs. Parker and the Vicious Circle,mrs.parkerandtheviciouscircle,1994,tt0110588
370,Naked Gun 33 1/3: The Final Insult,nakedgun331/3:thefinalinsult,1994,tt0110622
371,The Paper,thepaper,1994,tt0110771
372,Reality Bites,realitybites,1994,tt0110950
373,Red Rock West,redrockwest,1992,tt0105226
374,Richie Rich,richierich,1994,tt0110989
375,Safe Passage,safepassage,1994,tt0111054
376,The River Wild,theriverwild,1994,tt0110997
377,Speed,speed,1994,tt0111257
378,Speechless,speechless,1994,tt0111256
379,Timecop,timecop,1994,tt0111438
380,True Lies,truelies,1994,tt0111503
381,When a Man Loves a Woman,whenamanlovesawoman,1994,tt0111693
382,Wolf,wolf,1994,tt0111742
383,Wyatt Earp,wyattearp,1994,tt0111756
384,Bad Company,badcompany,1995,tt0112443
385,"Man of No Importance, A","manofnoimportance,a",1994,tt0110455
386,S.F.W.,s.f.w.,1994,tt0111048
387,"Low Down Dirty Shame, A","lowdowndirtyshame,a",1994,tt0110399
388,Boys Life,boyslife,1995,tt0112570
389,"Colonel Chabert, Le","colonelchabert,le",1994,tt0109454
390,Faster Pussycat! Kill! Kill!,fasterpussycat!kill!kill!,1965,tt0059170
391,Jason's Lyric,jason'slyric,1994,tt0110186
392,The Secret Adventures of Tom Thumb,thesecretadventuresoftomthumb,1993,tt0108069
393,Street Fighter,streetfighter,1994,tt0111301
394,Coldblooded,coldblooded,1995,tt0112702
395,Desert Winds,desertwinds,1995,tt0112849
396,Fall Time,falltime,1995,tt0113014
397,The Fear,thefear,1995,tt0113043
398,Frank and Ollie,frankandollie,1995,tt0113104
399,Girl in the Cadillac,girlinthecadillac,1995,tt0113173
400,Homage,homage,1995,tt0113319
401,Mirage,mirage,1995,tt0113827
402,Open Season,openseason,1996,tt0114047
403,Two Crimes (Dos crímenes),twocrimes(doscrímenes),1995,tt0112889
404,Brother Minister: The Assassination of Malcolm X,brotherminister:theassassinationofmalcolmx,1994,tt0109339
405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension),highlanderiii:thesorcerer(a.k.a.highlander:thefinaldimension),1994,tt0110027
406,Federal Hill,federalhill,1994,tt0109785
407,In the Mouth of Madness,inthemouthofmadness,1995,tt0113409
408,8 Seconds,8seconds,1994,tt0109021
409,Above the Rim,abovetherim,1994,tt0109035
410,Addams Family Values,addamsfamilyvalues,1993,tt0106220
411,Martin Lawrence: You So Crazy,martinlawrence:yousocrazy,1994,tt0111804
412,The Age of Innocence,theageofinnocence,1993,tt0106226
413,Airheads,airheads,1994,tt0109068
414,The Air Up There,theairupthere,1994,tt0109067
415,Another Stakeout,anotherstakeout,1993,tt0106292
416,Bad Girls,badgirls,1994,tt0109198
417,Barcelona,barcelona,1994,tt0109219
418,Being Human,beinghuman,1993,tt0106379
419,The Beverly Hillbillies,thebeverlyhillbillies,1993,tt0106400
420,Beverly Hills Cop III,beverlyhillscopiii,1994,tt0109254
421,Black Beauty,blackbeauty,1994,tt0109279
422,Blink,blink,1994,tt0109297
423,Blown Away,blownaway,1994,tt0109303
424,Blue Chips,bluechips,1994,tt0109305
425,Blue Sky,bluesky,1994,tt0109306
426,Body Snatchers,bodysnatchers,1993,tt0106452
427,Boxing Helena,boxinghelena,1993,tt0106471
428,"Bronx Tale, A","bronxtale,a",1993,tt0106489
429,Cabin Boy,cabinboy,1994,tt0109361
430,Calendar Girl,calendargirl,1993,tt0106505
431,Carlito's Way,carlito'sway,1993,tt0106519
432,City Slickers II: The Legend of Curly's Gold,cityslickersii:thelegendofcurly'sgold,1994,tt0109439
433,Clean Slate,cleanslate,1994,tt0109443
434,Cliffhanger,cliffhanger,1993,tt0106582
435,Coneheads,coneheads,1993,tt0106598
436,Color of Night,colorofnight,1994,tt0109456
437,Cops and Robbersons,copsandrobbersons,1994,tt0109480
438,The Cowboy Way,thecowboyway,1994,tt0109493
439,Dangerous Game,dangerousgame,1993,tt0106660
440,Dave,dave,1993,tt0106673
441,Dazed and Confused,dazedandconfused,1993,tt0106677
442,Demolition Man,demolitionman,1993,tt0106697
443,The Endless Summer 2,theendlesssummer2,1994,tt0109729
444,Even Cowgirls Get the Blues,evencowgirlsgettheblues,1993,tt0106834
445,Fatal Instinct,fatalinstinct,1993,tt0106873
446,Farewell My Concubine (Ba wang bie ji),farewellmyconcubine(bawangbieji),1993,tt0106332
447,The Favor,thefavor,1994,tt0109783
448,Fearless,fearless,1993,tt0106881
449,Fear of a Black Hat,fearofablackhat,1994,tt0106880
450,With Honors,withhonors,1994,tt0111732
451,Flesh and Bone,fleshandbone,1993,tt0106926
452,Widows' Peak,widows'peak,1994,tt0111712
453,For Love or Money,forloveormoney,1993,tt0106941
454,The Firm,thefirm,1993,tt0106918
455,Free Willy,freewilly,1993,tt0106965
456,Fresh,fresh,1994,tt0109842
457,The Fugitive,thefugitive,1993,tt0106977
458,Geronimo: An American Legend,geronimo:anamericanlegend,1993,tt0107004
459,The Getaway,thegetaway,1994,tt0109890
460,Getting Even with Dad,gettingevenwithdad,1994,tt0109891
461,Go Fish,gofish,1994,tt0109913
462,"Good Man in Africa, A","goodmaninafrica,a",1994,tt0109920
463,Guilty as Sin,guiltyassin,1993,tt0107057
464,Hard Target,hardtarget,1993,tt0107076
465,Heaven & Earth,heaven&earth,1993,tt0107096
466,Hot Shots! Part Deux,hotshots!partdeux,1993,tt0107144
467,Live Nude Girls,livenudegirls,1995,tt0113674
468,The Englishman Who Went Up a Hill But Came Down a Mountain,theenglishmanwhowentupahillbutcamedownamountain,1995,tt0112966
469,The House of the Spirits,thehouseofthespirits,1993,tt0107151
470,House Party 3,houseparty3,1994,tt0110064
471,The Hudsucker Proxy,thehudsuckerproxy,1994,tt0110074
472,I'll Do Anything,i'lldoanything,1994,tt0110097
473,In the Army Now,inthearmynow,1994,tt0110123
474,In the Line of Fire,inthelineoffire,1993,tt0107206
475,In the Name of the Father,inthenameofthefather,1993,tt0107207
476,The Inkwell,theinkwell,1994,tt0110137
477,What's Love Got to Do with It?,what'slovegottodowithit?,1993,tt0108551
478,Jimmy Hollywood,jimmyhollywood,1994,tt0110197
479,Judgment Night,judgmentnight,1993,tt0107286
480,Jurassic Park,jurassicpark,1993,tt0107290
481,Kalifornia,kalifornia,1993,tt0107302
482,Killing Zoe,killingzoe,1994,tt0110265
483,King of the Hill,kingofthehill,1993,tt0107322
484,Lassie,lassie,1994,tt0110305
485,Last Action Hero,lastactionhero,1993,tt0107362
486,Life with Mikey,lifewithmikey,1993,tt0107413
